X,Y,Z,cluster
631.703,-49.6536,635.853,1
-838.13,-684.378,220.069,2
725.272,608.203,602.649,1
-827.082,350.932,-498.947,0
946.654,76.9983,819.208,1
-409.772,-908.261,-279.763,0
-295.694,-662.526,-901.12,0
581.103,588,-51.8509,1
501.45,-388.47,958.8,2
922.3,-98.3,696.585,1
-915.464,687.613,-677.786,0
851.619,-329.997,877.133,1
-377.056,-779.229,-888.18,0
-186.315,297.037,938.658,2
163.732,-235.755,-41.2915,1
917.356,824.641,-474.105,1
834.773,-377.789,-738.273,1
906.919,-427.9,-101.535,1
-418.805,663.869,-325.175,0
910.764,258.95,459.639,1
-117.771,258.4,44.5876,2
402.142,-199.011,329.569,1
-850.337,728.63,-896.542,0
-44.4654,534.471,-804.01,0
-394.635,-571.337,-895.81,0
741.936,534.41,-54.1093,1
-371.502,976.501,302.774,2
-459.395,-804.498,69.7959,2
-903.256,565.417,-986.023,0
595.752,-405.621,788.08,1
-624.439,-104.709,124.851,2
-836.97,589.465,522.446,2
-417.89,341.838,-297.769,0
-666.066,404.279,983.52,2
-183.996,786.92,932.615,2
-71.2607,-184.484,-995.178,0
-538.865,-700.064,-680.776,0
176.733,-708.853,589.282,2
664.358,-149.815,-898.923,1
797.235,740.532,681.753,1
-53.9872,685.354,483.016,2
-793.695,-801.691,203.955,2
838.74,-810.541,742.302,1
-841.609,-982.36,123.447,2
-265.175,176.122,-158.36,0
430.647,-754.143,36.958,1
3.20447,-63.631,-910.886,0
429.304,47.6394,-825.983,1
157.872,194.433,-110.569,1
84.5059,575.854,121.738,1
677.236,-327.677,978.393,1
357.097,817.988,-817.743,0
-765.984,-512.864,974.609,2
357.036,-79.4396,-638.173,1
-151.585,-660.268,867.062,2
717.582,-440.901,-216.102,1
74.984,-336.1,435.286,2
-267.678,-668.996,95.9807,2
27.131,-171.667,-176.733,0
94.821,154.515,-578.478,0
74.1906,-620.777,803.095,2
130.589,-497.604,-129.917,1
679.8,-574.755,-74.1904,1
431.013,-758.415,-208.899,1
318.766,-152.928,9.30823,1
37.9346,-864.559,-895.627,0
-21.2714,315.958,-487.716,0
-967.223,942.381,-599.048,0
-338.176,374.737,-466.475,0
-188.147,-229.713,341.838,2
-194.311,-677.175,-288.125,0
722.648,-840.388,431.929,1
891.659,-396.222,-569.689,1
349.773,530.015,-233.497,1
-53.0106,-929.624,-298.99,0
-178.32,377.972,85.7876,2
-563.036,-854.366,173.254,2
-691.458,212.562,679.312,2
417.524,763.115,-880.917,0
652.883,905.332,609.668,1
44.3435,-700.919,251.747,2
62.2883,-832.881,-382.794,0
-149.083,764.336,-917.844,0
250.099,-506.088,-817.133,0
-134.556,-462.874,-539.659,0
-414.106,393.902,805.78,2
894.223,163.488,231.178,1
-36.9579,-722.159,-144.139,0
-606.983,-548.509,816.279,2
452.01,303.079,-370.037,1
543.26,-481.124,-746.696,1
-357.036,-36.1644,726.31,2
-319.315,840.877,-956.664,0
-871.761,572.558,813.41,2
357.341,-35.8592,313.578,1
-901.181,213.782,541.429,2
-713.431,631.703,560.534,2
-236.427,-460.067,-9.49121,0
490.402,864.803,833.552,1
510.117,-843.379,-86.4589,1
-623.768,-681.692,910.825,2
-350.444,567.675,362.224,2
475.57,-786.187,55.7573,1
483.871,966.002,-663.198,1
423.75,610.584,569.933,1
-454.451,-181.921,-879.94,0
701.956,952.88,-169.225,1
-555.528,-558.214,-808.649,0
947.813,974.731,-929.014,1
-945.677,876.339,-671.865,0
-480.697,-593.982,63.6921,2
-957.396,533.799,-76.0215,0
-279.763,758.049,383.282,2
236.305,658.132,-50.9964,1
-89.6938,-984.619,259.316,2
-729.057,-256.508,-408.307,0
-114.597,-418.256,-518.113,0
-351.054,40.6202,-298.196,0
665.578,-435.53,-398.358,1
-25.2998,342.57,956.481,2
426.191,-308.573,-952.696,0
0.152649,-346.904,-559.923,0
0.64093,-923.032,-993.469,0
444.319,-654.469,-682.363,1
-584.155,-48.3107,230.384,2
-397.931,265.297,736.564,2
552.294,579.699,-415.57,1
-222.633,-826.655,-729.24,0
492.844,173.559,421.674,1
813.166,211.036,-637.928,1
-309.732,915.281,950.438,2
-302.042,-53.8041,-420.698,0
994.568,460.433,-37.7513,1
-343.974,-715.629,-652.821,0
83.6512,794.244,-180.151,0
519.761,342.631,347.27,1
-809.809,-738.334,733.268,2
-201.025,-453.597,312.906,2
458.419,271.951,326.457,1
-57.7104,-37.3851,-320.048,0
-952.147,820.917,561.876,2
-912.473,478.805,-241.554,0
-515.976,839.29,500.595,2
-634.266,-868.099,20.9052,2
-25.7271,-294.473,381.207,2
-184.973,923.216,993.53,2
726.127,313.944,345.195,1
-586.718,-914.426,-648.366,0
-34.6995,-893.246,81.6981,2
918.638,-756.767,403.119,1
-396.71,-279.885,-53.3158,0
-652.272,467.574,-557.543,0
-396.405,595.996,-8.63666,0
-711.661,146.336,730.949,2
285.623,343.974,-941.038,0
70.5894,-915.586,341.472,2
-658.315,25.7882,-77.7306,0
377.606,-396.405,70.7725,1
-528.794,152.318,597.339,2
-610.034,850.398,-710.685,0
-492.721,-736.686,721.244,2
-698.721,304.422,-748.283,0
980.224,-238.136,-520.31,1
-753.716,861.324,-752.739,0
-530.564,443.037,261.635,2
610.157,-915.952,-693.899,1
102.023,-852.535,-746.513,0
-418.073,535.203,-773.736,0
-598.437,425.947,814.386,2
-72.0541,761.467,-294.107,0
-366.008,-724.784,-54.6586,0
543.199,-243.69,-396.283,1
-919.492,154.454,-264.992,0
-360.027,-175.756,-942.564,0
549.425,-150.548,-430.097,1
-298.196,-39.0942,616.749,2
-842.708,588.366,405.194,2
-180.517,399.457,939.757,2
-768.67,-639.576,737.724,2
-16.7546,-898.129,-781.915,0
-661.061,-89.3887,-635.304,0
580.004,-53.4989,575.06,1
210.974,620.045,797.052,2
989.99,429.731,483.444,1
917.112,-309.854,573.718,1
-959.349,-889.645,-980.59,0
346.782,-26.3984,949.278,2
-593.86,27.5582,756.401,2
82.6747,689.566,739.738,2
-906.98,-827.143,559.618,2
-616.932,-625.172,773.736,2
-827.57,-962.767,719.657,2
-537.645,4.05902,650.197,2
-844.661,-461.592,4.85248,0
824.641,-488.449,-399.457,1
-882.504,-485.275,-420.82,0
315.958,220.74,445.174,1
103.183,692.74,-439.314,0
65.4012,-830.378,-831.111,0
734.245,-148.228,549.669,1
830.805,284.402,-230.201,1
562.792,-928.037,-27.5582,1
-291.421,-977.233,-992.798,0
-212.378,701.346,827.51,2
951.598,758.171,742.485,1
-243.873,-720.634,-374.798,0
-984.375,-964.232,974.303,2
442.793,-655.568,240.272,1
-816.889,-834.223,677.419,2
-916.868,86.3979,289.102,2
-578.356,-331.828,397.321,2
-400.494,-563.707,-241.127,0
-197.241,104.038,498.52,2
630.604,-342.326,-804.193,1
-945.616,66.4999,246.01,2
121.494,68.4531,61.2507,1
-79.1955,-188.635,-217.994,0
-206.214,435.347,135.35,2
195.471,-567.797,-221.595,1
647.755,-915.342,-666.677,1
825.861,-118.076,365.703,1
199.133,-878.903,-740.715,0
619.495,752.8,97.3236,1
673.147,589.038,496.689,1
-947.142,-188.879,-538.194,0
115.146,193.762,278.97,2
750.359,-916.257,54.7197,1
586.596,-418.195,-950.987,1
-388.165,-939.39,211.646,2
538.926,398.969,745.232,1
-429.06,-430.891,940.489,2
-646.84,-336.955,-294.473,0
813.227,330.79,618.641,1
146.458,649.526,98.2391,1
-775.262,-612.903,-605.518,0
-471.358,738.578,-971.557,0
-870.846,727.165,798.456,2
-707.144,773.37,-825.983,0
-754.326,809.809,978.82,2
293.375,668.813,232.765,1
-472.335,509.629,-517.502,0
251.991,-454.024,-144.444,1
355.144,-437.178,-152.928,1
193.213,-204.505,-645.558,0
-284.28,110.385,-287.088,0
-119.419,-553.331,555.834,2
762.078,-325.724,949.4,1
275.124,285.501,970.397,2
-268.593,-890.622,666.738,2
-103.183,573.901,220.679,2
905.393,998.596,209.998,1
-695.425,-772.149,655.812,2
-679.373,-145.543,-454.085,0
959.044,-841.304,538.56,1
-425.52,603.87,-885.311,0
-247.108,-576.891,368.145,2
536.119,-587.329,472.213,1
-267.312,-886.288,-955.626,0
-653.31,210.425,-853.694,0
240.822,800.409,-56.5507,1
-2.8382,542.406,322.184,2
-866.268,53.8042,806.513,2
278.42,867.062,505.173,2
-872.311,402.02,894.589,2
246.803,-628.895,442.366,1
934.263,227.882,-618.274,1
-212.561,-946.654,551.927,2
931.822,-128.574,-303.568,1
644.215,469.161,179.907,1
919.797,-202.185,728.935,1
-335.246,-604.48,411.176,2
270.608,382.672,748.161,2
-770.501,-995.972,-832.331,0
-215.491,902.829,765.679,2
152.379,182.531,-827.754,0
-992.065,-51.5457,197.607,2
-0.946045,665.517,300.516,2
-47.5783,-54.2313,258.156,2
24.8116,870.663,125.34,2
-704.093,-954.772,817.744,2
-971.862,-953.246,340.495,2
-488.632,541.124,-269.936,0
612.659,-235.939,470.077,1
198.584,-508.103,-880.245,0
-120.823,-828.974,88.4733,2
-551.683,558.702,78.3411,2
704.581,-941.466,934.69,1
585.009,519.578,893.979,1
-268.105,849.3,-940.428,0
-627.064,-295.938,-416.181,0
265.603,-564.135,742.18,2
-19.8065,970.641,361.675,2
674.551,558.031,600.574,1
-83.5901,-929.136,-996.277,0
-90.1821,-603.259,362.59,2
59.2975,-435.713,-869.991,0
-407.941,-475.753,385.052,2
994.079,-896.603,-566.21,1
64.1194,-481.002,-513.169,0
475.143,165.929,133.641,1
-910.154,704.459,226.173,2
118.687,-592.944,627.186,2
760.674,829.829,661.55,1
-295.877,-2.71613,752.617,2
889.828,345.927,142.613,1
-48.1887,843.806,458.235,2
-3.50958,-521.958,21.0273,1
600.025,-273.354,293.741,1
136.815,817.805,616.321,2
-718.802,-650.136,-781.732,0
-403.912,895.261,-445.296,0
-658.254,-625.355,22.6753,2
52.7666,398.419,-21.2714,1
611.561,-85.2992,-569.445,1
516.16,-367.595,347.331,1
-536.119,973.937,933.836,2
-624.134,708.182,863.888,2
555.406,156.469,872.494,1
528.855,59.6637,-771.477,1
-344.646,-79.1955,-553.27,0
22.5532,-526.231,665.09,2
213.111,-66.9271,-507.492,0
221.351,117.222,271.401,1
-983.032,-44.6486,215.247,2
-590.869,-687.918,-66.9271,0
-271.767,426.252,-91.2198,0
249.977,-695.669,-425.275,1
461.959,-291.909,237.526,1
872.005,221.168,-346.782,1
206.275,-864.925,177.648,1
-215.308,-905.881,769.158,2
-50.8743,-249.672,-545.274,0
621.937,465.682,-661,1
-816.034,217.811,518.723,2
-916.379,961.608,-317.545,0
235.939,86.3979,24.9948,1
672.109,-455.489,879.452,1
837.214,618.519,684.866,1
133.091,212.5,-396.405,0
837.886,-975.768,-539.293,1
175.207,-71.9931,77.6697,1
-885.495,-583.85,-335.673,0
291.849,800.47,-419.294,1
882.87,-637.074,-182.775,1
609.363,-748.466,819.208,1
984.069,834.834,401.776,1
877.072,-680.044,-807.367,1
547.349,833.552,118.87,1
-752.19,-345.195,-194.678,0
-19.2571,349.956,-772.942,0
-371.258,-637.501,230.323,2
-237.648,731.865,211.585,2
352.947,-48.1276,791.986,2
-757.195,331.523,678.152,2
990.845,423.75,725.7,1
-123.753,-320.048,-771.783,0
528.672,-678.213,268.349,1
223.06,658.498,-594.104,0
-854.122,548.326,-233.924,0
962.096,453.902,855.281,1
-328.104,205.603,-484.054,0
263.771,744.255,-150.792,1
-258.217,901.364,531.053,2
456.832,815.668,587.085,1
-41.3525,-901.975,982.971,2
-777.337,409.223,-634.083,0
-753.471,-547.411,-10.834,0
-179.296,286.233,-843.44,0
302.408,921.629,-87.1913,1
336.833,38.9111,-490.524,1
-129.734,-38.4227,693.167,2
902.89,-202.246,-671.072,1
723.319,-330.485,-835.322,1
-487.594,-535.447,-863.277,0
990.478,-549.12,-890.866,1
701.773,162.023,245.827,1
64.6078,-993.774,162.084,1
227.882,3.99799,35.7982,1
-980.956,355.51,-80.1721,0
208.167,292.947,508.469,2
-505.478,-487.594,-91.586,0
237.648,-900.388,760.735,2
648.488,535.142,736.381,1
16.7547,-879.879,186.01,2
-769.707,261.513,-993.835,0
-735.588,-7.41595,-639.149,0
-586.657,-662.587,659.292,2
395.367,132.115,937.376,2
923.155,-583.361,617.725,1
-132.847,-131.321,691.885,2
507.431,899.594,-876.339,1
498.642,484.909,433.943,1
-860.164,-466.353,-695.181,0
671.926,914.792,996.826,1
-209.693,875.607,467.391,2
413.801,-384.686,270.364,1
380.78,259.377,-315.287,1
154.21,-277.078,-556.2,0
-75.3502,-223.121,659.292,2
725.578,-704.459,-448.714,1
-930.662,111.484,-160.008,0
159.154,-520.432,-691.458,0
-421.369,-886.532,-375.042,0
-711.539,66.1947,-658.803,0
952.391,28.2296,-580.187,1
-652.577,377.422,488.571,2
632.862,-476.119,-391.705,1
-106.174,-13.7028,165.38,2
-652.211,374.859,-629.688,0
-245.277,687.43,37.2021,2
-671.56,-919.614,-995.239,0
518.235,636.83,-251.503,1
677.969,94.9431,-768.792,1
651.784,-71.5659,404.645,1
294.412,957.823,105.503,1
-158.116,315.775,-820.002,0
724.601,-306.742,936.155,1
892.697,572.131,73.4581,1
-609.119,652.699,188.818,2
-275.918,-637.806,691.702,2
45.259,738.762,-945.189,0
-60.7013,-279.641,275.918,2
306.62,-58.2598,397.015,1
323.161,-453.413,-763.298,0
-13.7028,-426.008,413.801,2
748.528,-807.001,481.307,1
847.774,-235.45,-164.464,1
-452.01,465.255,-943.175,0
-268.41,-80.2941,-966.308,0
710.44,-536.851,339.702,1
-144.2,-778.924,-667.226,0
-470.077,875.546,-574.694,0
-176,60.8235,-679.495,0
-174.902,-122.532,771.05,2
691.336,868.893,297.037,1
-199.011,-88.9004,753.044,2
596.301,-697.684,-552.049,1
304.605,599.536,-114.719,1
222.449,-490.829,-891.171,0
-133.213,112.583,-754.692,0
950.682,-617.725,-130.833,1
788.69,712.76,423.078,1
-746.086,648.427,486.129,2
861.751,-787.713,-702.383,1
-77.3644,-471.175,894.406,2
-638.783,-78.2189,402.509,2
-664.296,-176.672,259.194,2
973.632,611.072,-183.752,1
468.063,850.154,272.805,1
554.796,288.308,-338.847,1
-112.339,976.562,993.591,2
324.992,-517.075,-347.148,1
-89.877,742.729,715.934,2
530.87,-560.411,-20.1116,1
578.112,-929.319,898.129,1
-0.457703,447.249,339.274,2
484.054,-992.187,299.417,1
-376.018,-312.052,-524.094,0
894.101,-871.822,-544.664,1
900.021,-256.264,-688.711,1
416.913,361.98,-318.216,1
435.896,496.689,953.551,2
-159.825,884.335,212.562,2
-873.898,-150.059,-192.419,0
979.98,-971.007,-923.399,1
668.264,732.17,898.373,1
-296.06,-759.026,169.897,2
-441.023,-523.484,632.13,2
-48.4938,102.878,916.746,2
881.527,138.157,805.048,1
825.19,-291.055,204.138,1
340.739,880.184,-32.4411,1
927.305,-634.083,-853.633,1
366.436,470.138,-477.035,1
-693.289,-974.181,-35.0657,0
-64.4855,-570.91,426.74,2
915.586,253.151,-919.065,1
-683.157,-272.256,310.343,2
603.931,137.181,-318.766,1
-539.72,-638.966,-470.26,0
-344.523,-352.397,769.585,2
490.463,-78.0358,-718.375,1
930.601,-271.706,315.165,1
-27.0699,669.729,794.977,2
-904.599,-804.437,-200.232,0
545.641,-184.973,938.047,1
-580.859,-504.99,501.45,2
-595.752,-942.686,-370.159,0
468.734,-171.239,480.819,1
241.249,-929.136,-533.311,1
971.801,-660.878,-290.933,1
822.871,-108.127,-789.117,1
-595.141,181.188,-656.728,0
-312.601,-747.368,-502.426,0
740.654,-321.757,63.5701,1
718.558,104.953,539.293,1
513.23,587.878,-106.967,1
-165.441,105.625,-995.483,0
174.535,-944.578,266.335,1
993.713,969.115,-141.087,1
-123.081,-647.023,556.017,2
388.226,563.158,38.2397,1
-430.525,238.075,49.8368,2
-651.54,-309,-373.455,0
894.467,975.707,752.312,1
-663.015,912.168,-20.9052,0
-939.451,991.577,604.846,2
-251.259,759.392,219.337,2
-93.7223,-980.773,-963.439,0
281.716,-443.342,996.948,2
993.042,717.216,-581.896,1
-337.26,983.337,568.102,2
-955.748,-686.27,242.348,2
752.068,816.34,405.133,1
-390.973,-859.981,957.885,2
-244.789,-839.778,904.721,2
741.264,176.977,-432.417,1
-300.088,-802.301,-402.936,0
989.441,235.694,-355.937,1
726.371,310.038,-190.954,1
-661.855,-657.094,539.476,2
-644.398,575.793,251.808,2
-814.142,-417.585,541.612,2
982.055,-587.023,745.537,1
226.295,285.196,795.099,2
-365.52,-277.261,-503.098,0
-517.502,326.945,213.538,2
-175.695,589.404,274.27,2
-37.5682,-378.521,616.871,2
282.571,622.364,716.056,2
723.808,-49.5315,-828.059,1
-151.402,657.704,-873.714,0
-206.152,288.675,158.3,2
947.325,-993.164,-312.052,1
-353.801,-976.379,364.3,2
-764.824,-990.6,329.264,2
31.2815,173.925,299.661,2
362.163,-446.028,745.964,2
-848.262,136.815,-868.221,0
-376.629,737.846,-428.632,0
-293.252,891.232,-930.662,0
831.538,-818.537,643.361,1
-540.452,193.701,-921.384,0
254.311,957.762,-8.69775,1
954.222,389.142,569.567,1
-795.831,877.194,814.386,2
74.8009,256.081,-711.661,0
71.8711,-745.231,581.103,2
550.279,78.9514,343.12,1
522.568,-498.764,-283.608,1
-488.998,126.133,-674.49,0
467.208,200.842,390.118,1
52.8887,169.042,119.358,1
-465.01,-1.00708,-57.8325,0
703.787,-144.383,-539.781,1
355.571,872.982,-282.754,1
974.487,-105.869,-123.508,1
259.072,-538.865,-211.096,1
-946.532,-632.984,552.538,2
273.11,-685.659,478.805,1
428.633,326.823,157.689,1
783.197,-530.625,-28.2296,1
-965.331,376.751,-965.453,0
-820.002,873.959,939.635,2
-313.761,458.174,578.6,2
-506.21,164.159,-830.256,0
308.878,-194.494,-571.825,1
658.681,362.285,995.117,1
-920.469,235.633,-536.241,0
-84.1395,473.251,-909.421,0
-721.122,865.474,-165.563,0
193.518,961.547,-808.527,0
-308.451,-754.631,549.913,2
354.473,-62.2882,743.339,2
-977.416,-990.356,834.285,2
220.863,-173.254,-328.043,1
-732.414,726.737,-307.84,0
-475.814,572.741,604.541,2
-457.686,933.348,-764.214,0
635.243,-683.767,235.817,1
787.652,-393.841,-487.472,1
354.839,201.575,367.656,1
-731.376,-187.536,-892.27,0
-559.252,-212.012,-301.37,0
-864.254,238.197,927.183,2
-840.327,-300.638,961.12,2
-244.545,968.749,-465.255,0
-765.984,900.327,-259.072,0
305.155,540.758,-510.544,1
355.571,-415.326,523.362,1
504.013,-852.351,-466.781,1
207.007,-646.29,-568.224,0
575.488,213.111,-512.192,1
-79.989,396.222,-976.745,0
-147.008,-402.57,-435.224,0
-643.422,11.9328,-383.221,0
100.437,-277.627,-265.664,0
-224.769,292.276,-788.385,0
873.287,135.899,84.8721,1
589.038,338.908,-644.032,1
343.486,-251.869,-17.4871,1
284.829,310.099,592.761,2
203.284,393.719,563.952,2
-593.982,-909.848,-399.457,0
-202.368,-229.224,-88.6563,0
-948.851,723.319,102.878,2
763.726,-579.638,-581.164,1
860.714,-804.559,295.083,1
-570.727,-507.92,-386.517,0
-798.212,933.897,183.325,2
288.431,-158.666,291.971,1
470.26,-230.14,92.99,1
280.923,-224.342,-475.387,1
-649.525,337.443,-64.7908,0
609.485,-246.925,-884.701,1
773.553,-807.978,872.982,1
672.353,794.061,731.865,1
422.651,598.376,44.4045,1
-366.497,544.42,-602.527,0
-779.595,185.888,243.812,2
-563.463,70.2842,-401.776,0
-469.161,772.454,-837.275,0
946.715,-169.53,170.751,1
80.4774,843.684,224.464,2
628.895,102.023,-358.135,1
88.9615,-285.134,434.492,2
986.694,-311.808,35.432,1
59.3585,528.123,-711.905,0
145.36,254.616,605.579,2
351.726,-788.934,-145.909,1
717.948,-620.472,-259.987,1
309,591.174,-43.6719,1
-310.343,611.438,-343.974,0
-431.928,267.19,-855.647,0
-251.32,750.481,733.757,2
520.188,846.065,-867.916,1
524.583,468.856,649.22,1
-65.0349,-1.37329,840.877,2
-173.131,-506.272,128.758,2
-215.369,-268.715,-641.774,0
446.638,-836.787,399.518,1
-460.799,-446.333,271.035,2
-347.636,461.959,-489.059,0
-85.7264,-896.603,189.184,2
420.332,-82.9188,-109.409,1
475.936,509.812,115.879,1
-56.856,219.031,35.1879,2
-95.4924,-403.912,-136.387,0
310.465,392.804,-635.121,0
-670.827,179.785,240.516,2
692.801,-982.421,-756.706,1
-769.768,-516.892,465.56,2
149.51,640.431,-770.318,0
204.505,-733.94,482.04,2
-443.037,-610.523,42.7565,2
660.756,982.849,760.674,1
377.545,127.964,-283.059,1
-501.45,299.844,-918.21,0
-693.594,-462.691,-718.07,0
282.083,941.588,-103.488,1
-507.614,540.697,-765.313,0
595.813,302.896,450.24,1
-716.3,713.675,361.98,2
-586.169,-166.601,153.172,2
547.349,37.7515,347.209,1
-322.611,109.592,950.133,2
801.264,777.032,-680.105,1
107.7,13.6418,-67.8426,1
934.385,-346.416,-678.396,1
831.416,-213.355,388.226,1
-581.347,-889.889,822.871,2
916.074,-835.81,-828.486,1
889.401,-469.344,178.686,1
-348.735,588.061,-99.7039,0
36.1644,-910.337,-490.463,0
617.237,-132.786,373.638,1
-841.609,-327.555,-815.851,0
-490.097,882.321,-81.1487,0
-258.156,-706.229,-883.114,0
585.131,-754.265,-566.088,1
-739.372,903.012,720.512,2
-302.774,490.097,910.215,2
350.871,-364.055,829.585,2
-508.469,-392.071,-541.551,0
787.286,721.427,473.312,1
-391.705,869.93,568.468,2
-427.412,-388.531,-710.685,0
-972.716,32.5634,-243.324,0
-827.509,-262.368,872.86,2
169.836,-411.847,154.332,1
745.354,845.393,-297.647,1
330.912,-166.112,-802.667,0
375.408,-621.082,726.798,2
692.557,512.558,-334.513,1
74.0074,-871.944,481.491,2
-188.818,-157.506,115.818,2
-91.7691,552.172,-18.6467,0
336.772,164.953,527.085,1
-690.237,127.171,861.141,2
52.9497,440.291,-40.8032,1
651.479,-48.5549,-450.728,1
378.704,-327.067,-511.277,1
808.161,-37.5682,-77.4254,1
490.829,286.66,857.54,1
890.011,-302.591,-858.211,1
465.133,755.242,416.364,1
904.111,831.416,466.903,1
-458.541,674.062,307.84,2
-989.624,996.399,-958.373,0
-956.236,-819.086,-334.086,0
540.33,873.409,172.46,1
879.391,-550.829,-840.571,1
295.816,-494.064,755.12,2
-842.891,138.096,-273.232,0
-912.412,459.456,-524.033,0
-455.122,-561.266,87.3745,2
255.531,-904.172,480.758,1
-213.233,950.621,822.077,2
293.802,95.4314,613.208,2
572.375,-683.462,741.386,1
-72.6646,-309.61,331.645,2
-63.7531,-420.637,-846.675,0
298.99,125.584,-742.912,0
-175.634,-150.914,758.477,2
-409.284,-119.724,-750.725,0
-360.515,347.331,-522.08,0
654.836,-575.06,-808.283,1
-278.664,-542.222,826.289,2
326.579,-7.96527,546.19,1
-917.173,-676.504,704.825,2
285.44,-732.78,-541.673,1
-447.371,35.493,984.253,2
-137.059,301.37,15.1677,2
27.5582,805.292,198.523,2
-673.147,-444.014,411.847,2
-942.808,953.734,351.238,2
143.101,79.0735,-457.625,0
720.573,-664.113,-523.118,1
783.014,-393.475,124.729,1
962.035,199.194,-534.043,1
-946.165,155.919,161.657,2
481.307,694.327,991.394,2
935.606,666.25,-423.627,1
-836.421,576.891,-571.581,0
-248.573,695.181,-512.253,0
-848.262,295.267,676.199,2
445.662,360.759,64.974,1
243.263,-83.5291,-970.641,0
22.5532,859.127,-533.494,0
-403.18,437.3,-44.8317,0
-916.562,253.029,-720.573,0
-999.634,-778.985,55.9404,2
-881.893,57.9547,-621.998,0
443.77,835.444,-106.967,1
25.483,703.604,-530.93,0
-306.253,-306.375,-39.7045,0
497.36,-532.029,32.136,1
-753.349,-122.898,-821.955,0
654.531,219.092,148.595,1
-322.977,581.164,78.8904,2
-81.0266,-492.843,92.0743,2
-735.221,-962.279,625.416,2
-197.974,-524.033,775.262,2
-883.969,771.6,590.686,2
-681.753,-45.1368,465.011,2
41.1696,-105.747,-113.803,1
368.816,-791.375,-162.999,1
-523.85,82.7968,400.189,2
-93.8444,403.607,-303.629,0
969.848,173.437,-947.813,1
-737.785,147.008,-212.806,0
466.17,-819.514,-865.352,1
929.014,-269.265,305.46,1
38.8501,273.599,842.036,2
-412.641,193.457,265.664,2
126.988,61.9832,-558.519,0
-474.532,276.895,-1000,0
936.461,695.486,56.673,1
-970.153,-975.219,-958.739,0
-247.78,44.5876,774.285,2
119.175,-581.164,707.389,2
707.877,-178.32,-7.23285,1
-633.167,-691.641,-884.335,0
328.532,-805.292,854.366,2
783.502,224.586,-640.858,1
-849.116,480.88,499.68,2
-954.588,717.704,-576.22,0
182.714,136.693,-4.36407,1
-983.398,-122.104,-632.191,0
136.754,734.245,-631.031,0
-236,-62.3492,-429.792,0
523.423,176.977,480.758,1
364.727,-439.924,731.742,2
44.2214,-677.053,-256.508,0
995.789,844.844,37.8735,1
564.989,683.157,174.596,1
329.508,475.875,-293.191,1
-504.868,-787.286,-767.022,0
-609.485,50.8134,306.864,2
920.957,-346.11,564.501,1
999.024,-288.491,-17.8533,1
-422.346,-326.456,-575.06,0
993.713,-2.65503,321.085,1
953.917,418.195,413.007,1
838.435,612.903,296.854,1
745.171,332.194,-522.935,1
-782.098,788.446,-260.17,0
770.806,400.128,-788.079,1
-921.69,-630.299,-564.074,0
-420.942,-364.971,479.11,2
507.737,949.339,412.336,1
-450.301,888.913,-375.652,0
-861.385,495.224,542.772,2
-398.114,-841.975,272.195,2
631.764,298.074,512.131,1
886.349,-251.137,-897.275,1
524.4,887.082,-315.226,1
-671.316,202.673,-587.695,0
-458.052,-881.588,-230.872,0
847.286,9.73547,-130.1,1
-367.595,-841.609,611.438,2
-255.348,113.437,-33.7839,0
-263.283,820.551,237.465,2
-581.835,272.012,-548.875,0
905.515,-74.3125,640.553,1
395.184,756.707,-173.864,1
65.2792,277.444,34.7606,1
-966.308,-132.664,944.517,2
771.111,-259.194,-388.836,1
277.749,596.179,232.521,1
-88.8394,-974.67,492.966,2
877.377,709.586,-783.258,1
-196.142,355.938,840.571,2
721.305,804.499,-809.626,1
-308.328,-485.641,155.553,2
637.501,775.079,212.684,1
-452.803,6.92773,21.9429,2
441.572,846.37,468.368,1
611.805,-402.814,60.9456,1
409.101,-850.581,-434.675,1
-567.003,404.889,-997.925,0
-39.9487,-27.0699,866.878,2
-390.728,-555.834,-252.113,0
426.374,-422.163,-305.643,1
236.671,121.006,374.493,1
-426.74,63.0818,-556.688,0
428.449,71.3218,421.308,1
-684.072,457.198,-419.965,0
-495.59,54.7197,-173.07,0
60.6404,250.404,-617.603,0
760.674,-330.851,715.629,1
556.2,206.824,400.983,1
-608.875,-329.691,180.273,2
318.033,772.088,197.668,1
388.592,919.859,-506.516,1
-168.432,-44.2823,-777.947,0
345.439,-308.756,56.2457,1
-895.627,479.049,952.941,2
271.951,-509.812,-882.992,0
969.115,483.871,-78.6462,1
-919.919,-61.3116,-888.729,0
-910.337,-557.482,190.893,2
-487.899,887.692,-370.952,0
-856.258,-645.375,-458.113,0
265.664,2.22791,775.14,2
390.484,-903.073,-743.828,1
133.091,-132.42,-717.765,0
-958.068,-823.542,-742.302,0
383.038,-569.994,429.609,1
-218.116,-645.497,700.186,2
616.26,-421.735,-146.58,1
668.325,930.479,139.927,1
-825.129,-874.142,-32.5632,0
772.271,-869.564,455.672,1
126.988,632.008,180.273,1
485.214,-697.562,911.496,2
-868.465,641.408,666.921,2
728.996,-284.036,-531.419,1
369.732,-710.379,358.44,1
571.948,-44.0381,-122.471,1
449.812,-950.743,-679.678,1
242.714,-564.013,-526.047,1
-990.417,945.433,36.1034,2
-509.445,-315.531,219.214,2
-98.3,86.9473,-445.54,0
916.929,-969.97,603.992,1
-402.02,100.375,-755.852,0
